File,Algorithm,Encryption Time,Decryption Time
file_1KB.txt,RC4,0.000374700000975281,0.00029939999876660295
file_1KB.txt,AES,0.004510300001129508,5.160000000614673e-05
file_100KB.txt,RC4,0.02655640000011772,0.026615099999617087
file_100KB.txt,AES,0.00032479999936185777,0.00020389999917824753
file_1MB.txt,RC4,0.29938620000029914,0.2971094999993511
file_1MB.txt,AES,0.004115200001251651,0.003232800001569558
